name,time,69886_rssi,69886_snr,69886_time,ae05e_rssi,ae05e_snr,ae05e_time,f3c80_rssi,f3c80_snr,f3c80_time,degreesC,humidity
Senzor_zemlje,1576487989254115261,,,,,,,-114,3.5,2019-12-16T09:19:48.953251Z,-1,65535
Senzor_zemlje,1576488305854497338,,,,-120,-13.5,2019-12-16T09:25:05.567639Z,-114,2,2019-12-16T09:25:05.562573Z,-1,65535
Senzor_zemlje,1576488622540513651,,,,,,,-113,4.2,2019-12-16T09:30:22.167663Z,-1,65535
Senzor_zemlje,1576488939058744918,,,,-120,-11.2,2019-12-16T09:35:38.773137Z,-109,4,2019-12-16T09:35:38.77655Z,-1,65535
Senzor_zemlje,1576489255656538824,,,,-120,-12.8,2019-12-16T09:40:55.375544Z,-113,5.2,2019-12-16T09:40:55.378301Z,-1,65535
Senzor_zemlje,1576489572257350532,,,,-118,-11.8,2019-12-16T09:46:11.974976Z,-108,5.8,2019-12-16T09:46:11.969174Z,-1,65535
Senzor_zemlje,1576489888900483814,,,,-118,-15.2,2019-12-16T09:51:28.564093Z,-115,4.2,2019-12-16T09:51:28.564142Z,-1,65535
Senzor_zemlje,1576490205485323407,,,,-120,-10.5,2019-12-16T09:56:45.17379Z,-108,4.5,2019-12-16T09:56:45.170637Z,-1,65535
Senzor_zemlje,1576490522120113690,,,,-121,-15,2019-12-16T10:02:01.772443Z,-119,5.2,2019-12-16T10:02:01.766256Z,-1,65535
Senzor_zemlje,1576490838663682191,,,,-120,-12.2,2019-12-16T10:07:18.371065Z,-109,4.5,2019-12-16T10:07:18.365033Z,-1,65535
Senzor_zemlje,1576491155249088485,,,,-121,-14,2019-12-16T10:12:34.953642Z,-113,5.5,2019-12-16T10:12:34.956645Z,-1,65535
Senzor_zemlje,1576491471823108657,,,,-120,-13.8,2019-12-16T10:17:51.537869Z,-109,5.2,2019-12-16T10:17:51.538992Z,-1,65535
Senzor_zemlje,1576491788496537934,,,,-119,-14.8,2019-12-16T10:23:08.128421Z,-113,5.5,2019-12-16T10:23:08.131007Z,-1,65535
Senzor_zemlje,1576492104982291063,,,,-121,-15,2019-12-16T10:28:24.715342Z,-107,5.8,2019-12-16T10:28:24.706795Z,-1,65535
Senzor_zemlje,1576492421626806036,,,,-119,-12.5,2019-12-16T10:33:41.291403Z,-111,4.2,2019-12-16T10:33:41.288601Z,-1,65535
