name,time,69886_rssi,69886_snr,69886_time,ae05e_rssi,ae05e_snr,ae05e_time,f3c80_rssi,f3c80_snr,f3c80_time,degreesC,humidity
Senzor_zemlje_2,1576504875783256357,,,,,,,-100,9,2019-12-16T14:01:15.491085Z,107.97119140625,579.1015625
Senzor_zemlje_2,1576505175443017999,,,,,,,-103,9.8,2019-12-16T14:06:15.155624Z,109.0087890625,579.1015625
Senzor_zemlje_2,1576505475602161456,,,,,,,-99,3.5,2019-12-16T14:11:14.817028Z,109.0087890625,579.1015625
Senzor_zemlje_2,1576505774777096327,,,,,,,-102,9.2,2019-12-16T14:16:14.469729Z,109.0087890625,580.078125
Senzor_zemlje_2,1576506074455281841,,,,,,,-100,10,2019-12-16T14:21:14.131696Z,109.0087890625,580.078125
Senzor_zemlje_2,1576506374067522463,,,,,,,-100,9,2019-12-16T14:26:13.789064Z,109.9853515625,580.078125
Senzor_zemlje_2,1576506673726025325,,,,,,,-100,9.8,2019-12-16T14:31:13.453209Z,109.9853515625,580.078125
Senzor_zemlje_2,1576506973389927952,,,,,,,-105,10.5,2019-12-16T14:36:13.110853Z,109.9853515625,580.078125
Senzor_zemlje_2,1576507273039717250,,,,,,,-100,11,2019-12-16T14:41:12.76217Z,109.9853515625,580.078125
Senzor_zemlje_2,1576507572725650471,,,,,,,-103,10.5,2019-12-16T14:46:12.430046Z,109.9853515625,580.078125
Senzor_zemlje_2,1576507872370122936,,,,,,,-100,10.8,2019-12-16T14:51:12.09126Z,111.02294921875,580.078125
Senzor_zemlje_2,1576508172210485390,,,,,,,-105,10.8,2019-12-16T14:56:11.74588Z,111.02294921875,580.078125
Senzor_zemlje_2,1576508471682849962,,,,,,,-100,8.8,2019-12-16T15:01:11.409473Z,111.02294921875,580.078125
Senzor_zemlje_2,1576508771342551488,,,,,,,-102,10.5,2019-12-16T15:06:11.06299Z,111.02294921875,580.078125
Senzor_zemlje_2,1576509370693660706,,,,,,,-105,10.8,2019-12-16T15:16:10.390995Z,111.02294921875,580.078125
Senzor_zemlje_2,1576509670331180801,,,,,,,-97,7,2019-12-16T15:21:10.044039Z,111.02294921875,580.078125
Senzor_zemlje_2,1576509970035081617,,,,,,,-101,9,2019-12-16T15:26:09.701814Z,111.99951171875,580.078125
Senzor_zemlje_2,1576512966511162000,,,,,,,-103,8.5,2019-12-16T16:16:06.233767Z,111.99951171875,581.0546875
Senzor_zemlje_2,1576513266252052588,,,,,,,-100,8.8,2019-12-16T16:21:05.889422Z,111.99951171875,581.0546875
Senzor_zemlje_2,1576513565821832279,,,,,,,-105,11,2019-12-16T16:26:05.537638Z,111.99951171875,581.0546875
Senzor_zemlje_2,1576513865483625559,,,,,,,-100,10.2,2019-12-16T16:31:05.204108Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576514165249937001,,,,,,,-105,11,2019-12-16T16:36:04.852997Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576514464926065468,,,,,,,-100,8.8,2019-12-16T16:41:04.502652Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576514764461429171,,,,,,,-105,10.5,2019-12-16T16:46:04.162391Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576515064101853452,,,,,,,-101,10.5,2019-12-16T16:51:03.815843Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576515363737742535,,,,,,,-101,8.5,2019-12-16T16:56:03.463947Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576515663383327583,,,,,,,-99,9,2019-12-16T17:01:03.110938Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576515963076741712,,,,,,,-103,10,2019-12-16T17:06:02.761299Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576516279926999296,,,,,,,-100,11.2,2019-12-16T17:11:02.416013Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576516562470358131,,,,,,,-105,11.5,2019-12-16T17:16:02.0519Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576516862001898061,,,,,,,-100,11,2019-12-16T17:21:01.70064Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576517161685129527,,,,,,,-103,10,2019-12-16T17:26:01.358645Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576517461294753120,,,,,,,-100,9.8,2019-12-16T17:31:01.01887Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576517760957685399,,,,,,,-101,9.2,2019-12-16T17:36:00.674172Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576518060681976587,,,,,,,-99,9,2019-12-16T17:41:00.32574Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576518360250598853,,,,,,,-103,10.2,2019-12-16T17:45:59.979656Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576518659909637563,,,,,,,-100,9.2,2019-12-16T17:50:59.635777Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576518959576030304,,,,,,,-101,10.2,2019-12-16T17:55:59.29126Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576519259210953360,,,,,,,-100,9.2,2019-12-16T18:00:58.936592Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576519558872255251,,,,,,,-95,7.2,2019-12-16T18:05:58.588384Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576519858526365760,,,,,,,-100,9.5,2019-12-16T18:10:58.238764Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576520158289636429,,,,,,,-105,10.5,2019-12-16T18:15:57.888866Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576520457828121689,,,,,,,-100,8.5,2019-12-16T18:20:57.547261Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576520757477398191,,,,,,,-103,11,2019-12-16T18:25:57.192026Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576521057123474547,,,,,,,-100,8.5,2019-12-16T18:30:56.850099Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576521356764700436,,,,,,,-105,10.8,2019-12-16T18:35:56.497976Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576521656437817731,,,,,,,-100,9.8,2019-12-16T18:40:56.151045Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576521956131648447,,,,,,,-101,9.2,2019-12-16T18:45:55.808303Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576522255745886718,,,,,,,-100,8,2019-12-16T18:50:55.458059Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576522555372287613,,,,,,,-100,9.2,2019-12-16T18:55:55.10173Z,112.97607421875,580.078125
Senzor_zemlje_2,1576522855169790888,,,,,,,-100,9,2019-12-16T19:00:54.759673Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576523154760111341,,,,,,,-103,10.5,2019-12-16T19:05:54.405094Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576523454385178867,,,,,,,-100,9.5,2019-12-16T19:10:54.065631Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576523753992380797,,,,,,,-105,10.5,2019-12-16T19:15:53.715713Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576524053676705882,,,,,,,-99,8.8,2019-12-16T19:20:53.366469Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576524353328466412,,,,,,,-101,10,2019-12-16T19:25:53.015694Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576524653055733236,,,,,,,-100,9.2,2019-12-16T19:30:52.667672Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576524952713587375,,,,,,,-101,9.2,2019-12-16T19:35:52.327544Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576525252302648561,,,,,,,-100,8.8,2019-12-16T19:40:51.975032Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576525551954119903,,,,,,,-100,8.8,2019-12-16T19:45:51.636963Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576525851557101223,,,,,,,-101,10.5,2019-12-16T19:50:51.28712Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576526151228130662,,,,,,,-103,10,2019-12-16T19:55:50.942798Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576526450885681085,,,,,,,-100,10,2019-12-16T20:00:50.596267Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576526750556752399,,,,,,,-105,11,2019-12-16T20:05:50.247365Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576527050166083942,,,,,,,-100,10.2,2019-12-16T20:10:49.896515Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576527349843684972,,,,,,,-103,9.2,2019-12-16T20:15:49.553517Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576527649468445834,,,,,,,-100,8.2,2019-12-16T20:20:49.197673Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576527949114541603,,,,,,,-105,10,2019-12-16T20:25:48.847162Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576528248803855914,,,,,,,-100,10.2,2019-12-16T20:30:48.491445Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576528548486157934,,,,,,,-102,8.5,2019-12-16T20:35:48.141291Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576528848070961294,,,,,,,-100,9,2019-12-16T20:40:47.795156Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576529447459560750,,,,,,,-100,9,2019-12-16T20:50:47.089937Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576529747064611434,,,,,,,-102,9.2,2019-12-16T20:55:46.748294Z,114.013671875,581.0546875
Senzor_zemlje_2,1576530046670464241,,,,,,,-100,10.8,2019-12-16T21:00:46.397099Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576530346321898912,,,,,,,-102,10,2019-12-16T21:05:46.045733Z,114.013671875,581.0546875
Senzor_zemlje_2,1576530645967010569,,,,,,,-100,9,2019-12-16T21:10:45.694824Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576530945846464702,,,,,,,-100,8,2019-12-16T21:15:45.341565Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576531245357262902,,,,,,,-99,10.5,2019-12-16T21:20:45.001896Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576531544930105245,,,,,,,-99,9.5,2019-12-16T21:25:44.650362Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576531844664589402,,,,,,,-100,8.5,2019-12-16T21:30:44.29756Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576532144245020860,,,,,,,-105,10.2,2019-12-16T21:35:43.94003Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576532443926462203,,,,,,,-100,8.8,2019-12-16T21:40:43.591143Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576532743540768394,,,,,,,-103,9,2019-12-16T21:45:43.247359Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576533043185492159,,,,,,,-100,8.5,2019-12-16T21:50:42.906918Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576533342842190718,,,,,,,-101,9.5,2019-12-16T21:55:42.551955Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576533642492910520,,,,,,,-100,10.2,2019-12-16T22:00:42.212115Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576533942137720174,,,,,,,-103,11.2,2019-12-16T22:05:41.85969Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576534241780865085,,,,,,,-100,9.2,2019-12-16T22:10:41.514799Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576534541451657586,,,,,,,-105,10,2019-12-16T22:15:41.166708Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576534841106176966,,,,,,,-100,8.2,2019-12-16T22:20:40.811182Z,112.97607421875,580.078125
Senzor_zemlje_2,1576535140813169065,,,,,,,-101,9,2019-12-16T22:25:40.465858Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576535440409102391,,,,,,,-100,10.8,2019-12-16T22:30:40.116185Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576535740045083593,,,,,,,-105,10.8,2019-12-16T22:35:39.759742Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576536039755953786,,,,,,,-100,8.8,2019-12-16T22:40:39.421558Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576536339344571144,,,,,,,-105,10.2,2019-12-16T22:45:39.076531Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576536638993753288,,,,,,,-100,9.5,2019-12-16T22:50:38.719456Z,112.97607421875,581.0546875
Senzor_zemlje_2,1576536938631863571,,,,,,,-103,10.8,2019-12-16T22:55:38.366842Z,114.013671875,581.0546875
Senzor_zemlje_2,1576537238308807581,,,,,,,-100,9.2,2019-12-16T23:00:38.022049Z,114.013671875,581.0546875
Senzor_zemlje_2,1576537538075739069,,,,,,,-101,8.5,2019-12-16T23:05:37.67727Z,114.013671875,581.0546875
Senzor_zemlje_2,1576537837649392005,,,,,,,-99,11,2019-12-16T23:10:37.331512Z,114.013671875,581.0546875
Senzor_zemlje_2,1576538436918208158,,,,,,,-100,9.2,2019-12-16T23:20:36.639843Z,114.013671875,581.0546875
Senzor_zemlje_2,1576538736553230087,,,,,,,-103,10.5,2019-12-16T23:25:36.28498Z,114.013671875,581.0546875
Senzor_zemlje_2,1576539036216494316,,,,,,,-100,10.8,2019-12-16T23:30:35.93971Z,114.013671875,581.0546875
Senzor_zemlje_2,1576539335944823229,,,,,,,-102,10,2019-12-16T23:35:35.590137Z,114.013671875,581.0546875
Senzor_zemlje_2,1576539635502805711,,,,,,,-100,8.2,2019-12-16T23:40:35.240214Z,114.013671875,581.0546875
Senzor_zemlje_2,1576539935166103421,,,,,,,-101,8.2,2019-12-16T23:45:34.894991Z,114.013671875,581.0546875
Senzor_zemlje_2,1576540234820977359,,,,,,,-100,10.5,2019-12-16T23:50:34.551849Z,114.013671875,581.0546875
Senzor_zemlje_2,1576540534482996126,,,,,,,-101,9,2019-12-16T23:55:34.198066Z,114.013671875,581.0546875
Senzor_zemlje_2,1576540834118933127,,,,,,,-100,10.8,2019-12-17T00:00:33.851154Z,114.013671875,581.0546875
Senzor_zemlje_2,1576541133775485232,,,,,,,-102,10,2019-12-17T00:05:33.506777Z,114.013671875,581.0546875
Senzor_zemlje_2,1576541433426043530,,,,,,,-99,11.5,2019-12-17T00:10:33.15109Z,114.013671875,581.0546875
Senzor_zemlje_2,1576541733233483217,,,,,,,-105,11.2,2019-12-17T00:15:32.806801Z,114.013671875,581.0546875
Senzor_zemlje_2,1576542032787928872,,,,,,,-100,8.8,2019-12-17T00:20:32.457563Z,114.013671875,581.0546875
Senzor_zemlje_2,1576542332458550526,,,,,,,-102,8.5,2019-12-17T00:25:32.109077Z,114.013671875,581.0546875
Senzor_zemlje_2,1576542632113664097,,,,,,,-100,9,2019-12-17T00:30:31.757131Z,114.013671875,581.0546875
Senzor_zemlje_2,1576542931729194235,,,,,,,-101,8.8,2019-12-17T00:35:31.413745Z,114.013671875,581.0546875
Senzor_zemlje_2,1576543231345061499,,,,,,,-100,10.8,2019-12-17T00:40:31.06635Z,114.013671875,581.0546875
Senzor_zemlje_2,1576543530991976132,,,,,,,-102,10,2019-12-17T00:45:30.707976Z,114.013671875,581.0546875
Senzor_zemlje_2,1576543830651848718,,,,,,,-99,10.8,2019-12-17T00:50:30.360391Z,114.013671875,581.0546875
Senzor_zemlje_2,1576544130288958360,,,,,,,-102,9,2019-12-17T00:55:30.014544Z,114.013671875,581.0546875
Senzor_zemlje_2,1576544429941081386,,,,,,,-100,10.8,2019-12-17T01:00:29.670447Z,114.013671875,581.0546875
Senzor_zemlje_2,1576544729581521119,,,,,,,-102,11.8,2019-12-17T01:05:29.315213Z,114.013671875,581.0546875
Senzor_zemlje_2,1576545029238894837,,,,,,,-100,10.5,2019-12-17T01:10:28.965909Z,114.013671875,581.0546875
Senzor_zemlje_2,1576545328898455318,,,,,,,-102,10,2019-12-17T01:15:28.606683Z,114.013671875,581.0546875
Senzor_zemlje_2,1576545628532001729,,,,,,,-100,10.5,2019-12-17T01:20:28.264889Z,114.013671875,581.0546875
Senzor_zemlje_2,1576545928181504203,,,,,,,-100,9,2019-12-17T01:25:27.909909Z,114.013671875,581.0546875
Senzor_zemlje_2,1576546227837653750,,,,,,,-100,11,2019-12-17T01:30:27.555881Z,114.013671875,581.0546875
Senzor_zemlje_2,1576546527472399491,,,,,,,-105,10.8,2019-12-17T01:35:27.201102Z,114.013671875,581.0546875
Senzor_zemlje_2,1576546827132824628,,,,,,,-100,8.5,2019-12-17T01:40:26.853358Z,114.013671875,581.0546875
Senzor_zemlje_2,1576547126785258661,,,,,,,-103,11.5,2019-12-17T01:45:26.504494Z,114.013671875,581.0546875
Senzor_zemlje_2,1576547426566234550,,,,,,,-100,10.5,2019-12-17T01:50:26.147437Z,114.013671875,581.0546875
Senzor_zemlje_2,1576547726177769529,,,,,,,-103,9,2019-12-17T01:55:25.80639Z,114.013671875,581.0546875
Senzor_zemlje_2,1576548025739889356,,,,,,,-100,11.2,2019-12-17T02:00:25.453433Z,114.013671875,581.0546875
Senzor_zemlje_2,1576548325378947835,,,,,,,-103,11.8,2019-12-17T02:05:25.102342Z,114.013671875,581.0546875
Senzor_zemlje_2,1576548625036887820,,,,,,,-100,9,2019-12-17T02:10:24.75804Z,114.013671875,581.0546875
Senzor_zemlje_2,1576548924782533904,,,,,,,-103,11,2019-12-17T02:15:24.41378Z,114.013671875,581.0546875
Senzor_zemlje_2,1576549224335851940,,,,,,,-98,10.5,2019-12-17T02:20:24.066932Z,114.013671875,581.0546875
Senzor_zemlje_2,1576549524043447025,,,,,,,-101,9.5,2019-12-17T02:25:23.722644Z,114.013671875,581.0546875
Senzor_zemlje_2,1576549823834325664,,,,,,,-100,11,2019-12-17T02:30:23.37389Z,114.013671875,580.078125
Senzor_zemlje_2,1576550123302980087,,,,,,,-102,11,2019-12-17T02:35:23.023457Z,114.013671875,580.078125
Senzor_zemlje_2,1576550423088885145,,,,,,,-100,8.8,2019-12-17T02:40:22.668302Z,114.013671875,581.0546875
Senzor_zemlje_2,1576550722767896102,,,,,,,-105,10.8,2019-12-17T02:45:22.313649Z,114.013671875,581.0546875
Senzor_zemlje_2,1576551022226039638,,,,,,,-99,9,2019-12-17T02:50:21.958777Z,114.013671875,581.0546875
Senzor_zemlje_2,1576551321882187417,,,,,,,-99,9,2019-12-17T02:55:21.603893Z,114.013671875,581.0546875
Senzor_zemlje_2,1576551621529493789,,,,,,,-100,9,2019-12-17T03:00:21.259292Z,114.013671875,581.0546875
Senzor_zemlje_2,1576551921185590087,,,,,,,-103,9.5,2019-12-17T03:05:20.904602Z,114.013671875,581.0546875
Senzor_zemlje_2,1576552220819173390,,,,,,,-100,10,2019-12-17T03:10:20.549403Z,114.013671875,581.0546875
Senzor_zemlje_2,1576552520499675479,,,,,,,-100,8.8,2019-12-17T03:15:20.204949Z,114.013671875,581.0546875
Senzor_zemlje_2,1576552820165037800,,,,,,,-100,10.8,2019-12-17T03:20:19.852513Z,114.013671875,581.0546875
Senzor_zemlje_2,1576553119783744249,,,,,,,-102,10.5,2019-12-17T03:25:19.498242Z,114.013671875,581.0546875
Senzor_zemlje_2,1576553419443525467,,,,,,,-100,8.5,2019-12-17T03:30:19.133677Z,114.013671875,581.0546875
Senzor_zemlje_2,1576553719055217102,,,,,,,-101,8.8,2019-12-17T03:35:18.779826Z,114.013671875,581.0546875
Senzor_zemlje_2,1576554018699253437,,,,,,,-100,10.8,2019-12-17T03:40:18.432694Z,114.013671875,580.078125
Senzor_zemlje_2,1576554318364196508,,,,,,,-100,9.2,2019-12-17T03:45:18.081226Z,114.013671875,581.0546875
Senzor_zemlje_2,1576554618133522601,,,,,,,-100,8.8,2019-12-17T03:50:17.726946Z,114.013671875,581.0546875
Senzor_zemlje_2,1576554917655511450,,,,,,,-105,10.8,2019-12-17T03:55:17.367664Z,114.013671875,581.0546875
Senzor_zemlje_2,1576555217370789034,,,,,,,-100,11.8,2019-12-17T04:00:17.019339Z,114.013671875,581.0546875
Senzor_zemlje_2,1576555517039789472,,,,,,,-103,10.8,2019-12-17T04:05:16.663519Z,114.013671875,581.0546875
Senzor_zemlje_2,1576555816581456258,,,,,,,-100,11.2,2019-12-17T04:10:16.311439Z,114.013671875,581.0546875
Senzor_zemlje_2,1576556116239262977,,,,,,,-105,11.2,2019-12-17T04:15:15.956509Z,114.013671875,581.0546875
Senzor_zemlje_2,1576556415902808782,,,,,,,-100,10.2,2019-12-17T04:20:15.603544Z,114.013671875,581.0546875
Senzor_zemlje_2,1576556715562276802,,,,,,,-100,9.8,2019-12-17T04:25:15.248883Z,114.013671875,581.0546875
Senzor_zemlje_2,1576557015315932435,,,,,,,-100,9.8,2019-12-17T04:30:14.893359Z,114.013671875,581.0546875
Senzor_zemlje_2,1576557314839089403,,,,,,,-103,9.5,2019-12-17T04:35:14.546218Z,114.013671875,581.0546875
Senzor_zemlje_2,1576557614474941770,,,,,,,-100,10.2,2019-12-17T04:40:14.194537Z,114.013671875,581.0546875
Senzor_zemlje_2,1576557914139655570,,,,,,,-105,10.5,2019-12-17T04:45:13.850281Z,114.013671875,580.078125
Senzor_zemlje_2,1576558213775982496,,,,,,,-100,11,2019-12-17T04:50:13.49793Z,114.013671875,581.0546875
Senzor_zemlje_2,1576558813061692533,,,,,,,-99,8.8,2019-12-17T05:00:12.796801Z,114.013671875,581.0546875
