name,time,Tlak
DHMZ_new,1576512750788295843,1022.9
DHMZ_new,1576512781151637302,1022.9
DHMZ_new,1576513377747462984,1023
DHMZ_new,1576513977749241194,1023
DHMZ_new,1576514577756184610,1023
DHMZ_new,1576515177751462750,1023
DHMZ_new,1576515777751130320,1023
DHMZ_new,1576516377752543313,1023
DHMZ_new,1576516977757612747,1023.1
DHMZ_new,1576517577759100689,1023.1
DHMZ_new,1576518177756823378,1023.1
DHMZ_new,1576518777761886209,1023.1
DHMZ_new,1576519377761729155,1023.1
DHMZ_new,1576519977786763425,1023.2
DHMZ_new,1576520577768694544,1023.2
DHMZ_new,1576521177769004174,1023.2
DHMZ_new,1576521777778008197,1023.2
DHMZ_new,1576522377799101906,1023.2
DHMZ_new,1576522977771598820,1023.2
DHMZ_new,1576523577729142175,1023.1
DHMZ_new,1576524177729573505,1023.1
DHMZ_new,1576524777768289459,1023.1
DHMZ_new,1576525377766429137,1023.1
DHMZ_new,1576525977798952260,1023.1
DHMZ_new,1576526577796089720,1023.1
DHMZ_new,1576527177769408783,1022.9
DHMZ_new,1576527777775419172,1022.9
DHMZ_new,1576528377782300587,1022.9
DHMZ_new,1576528977776365562,1022.9
DHMZ_new,1576529577776806617,1022.9
DHMZ_new,1576530177754341234,1022.9
DHMZ_new,1576530777772560214,1022.7
DHMZ_new,1576531377771580203,1022.7
DHMZ_new,1576531977780081788,1022.7
DHMZ_new,1576532577783290342,1022.7
DHMZ_new,1576533177782821706,1022.7
DHMZ_new,1576533777784481831,1022.7
DHMZ_new,1576537977785236370,1023.1
DHMZ_new,1576538577814249576,1022.9
DHMZ_new,1576539177788095173,1022.9
DHMZ_new,1576539777757246855,1022.9
DHMZ_new,1576540377764505878,1022.9
DHMZ_new,1576540977752452443,1022.9
DHMZ_new,1576541577790134764,1022.3
DHMZ_new,1576542177800939295,1022.3
DHMZ_new,1576542777801212084,1022.3
DHMZ_new,1576543377807809488,1022.3
DHMZ_new,1576543977802406665,1022.3
DHMZ_new,1576544577803965242,1022.3
DHMZ_new,1576545177798974804,1022.7
DHMZ_new,1576545777801695662,1022.8
DHMZ_new,1576546377808040171,1022.8
DHMZ_new,1576546977828732431,1022.8
DHMZ_new,1576547577800155827,1022.8
DHMZ_new,1576548177780217387,1022.8
DHMZ_new,1576548777779981826,1022.5
DHMZ_new,1576549377778165814,1022.5
DHMZ_new,1576549977777694891,1022.5
DHMZ_new,1576550577778699735,1022.5
DHMZ_new,1576551177790809653,1022.5
DHMZ_new,1576551777814425540,1022.5
DHMZ_new,1576552377813818597,1022.1
DHMZ_new,1576552977819658199,1022.1
DHMZ_new,1576553577827647530,1022.1
DHMZ_new,1576554177823191978,1022.1
DHMZ_new,1576554777824749003,1022.1
DHMZ_new,1576555377796236358,1022.1
DHMZ_new,1576555977819552208,1021.9
DHMZ_new,1576556577819252869,1021.9
DHMZ_new,1576557177820563896,1021.9
DHMZ_new,1576557777824550115,1021.9
DHMZ_new,1576558377820065709,1021.9
DHMZ_new,1576558977785446145,1021.9
DHMZ_new,1576559577826117653,1022.1
DHMZ_new,1576560177821677713,1022.1
DHMZ_new,1576560777831233249,1022.1
DHMZ_new,1576561377861904288,1022.1
DHMZ_new,1576561977821342695,1022.1
DHMZ_new,1576562577807578536,1022.1
DHMZ_new,1576563177805718893,1022.5
DHMZ_new,1576563777837629822,1022.5
DHMZ_new,1576564377875392835,1022.5
DHMZ_new,1576564977839519277,1022.5
DHMZ_new,1576565577820742073,1022.5
DHMZ_new,1576566177807099387,1022.1
DHMZ_new,1576566777800504419,1022.5
DHMZ_new,1576567377804018459,1022.5
DHMZ_new,1576567977832818748,1022.5
DHMZ_new,1576568577833150589,1022.5
DHMZ_new,1576569177830043275,1022.5
DHMZ_new,1576569777801152072,1022.5
DHMZ_new,1576570377838086787,1022.7
DHMZ_new,1576570977810377820,1022.7
DHMZ_new,1576571577810783676,1022.7
DHMZ_new,1576572177848344494,1022.7
DHMZ_new,1576572777844195377,1022.7
DHMZ_new,1576573377849014909,1022.7
DHMZ_new,1576573977874626122,1023.4
DHMZ_new,1576574577865824673,1023.4
DHMZ_new,1576575177855498864,1023.4
DHMZ_new,1576575777856323621,1023.4
DHMZ_new,1576576377859196097,1023.4
DHMZ_new,1576576977860687604,1023.4
DHMZ_new,1576577577854960257,1023
DHMZ_new,1576578177862642878,1023
DHMZ_new,1576578777854591841,1023
DHMZ_new,1576579378027168656,1023
DHMZ_new,1576579977863985037,1023
DHMZ_new,1576580577855147082,1023
DHMZ_new,1576581177864484594,1022.2
DHMZ_new,1576581777892869414,1022.2
DHMZ_new,1576582377867047409,1022.2
DHMZ_new,1576582977894291775,1022.2
DHMZ_new,1576583577867933740,1022.2
DHMZ_new,1576584177828682876,1022.2
DHMZ_new,1576584777837632262,1022.1
DHMZ_new,1576585377838543344,1022.1
DHMZ_new,1576585977841274340,1022.1
DHMZ_new,1576586577843873158,1022.1
DHMZ_new,1576587177907506207,1022.1
DHMZ_new,1576587777879992695,1022.1
DHMZ_new,1576588377870598883,1022.3
DHMZ_new,1576588977844687107,1022.3
DHMZ_new,1576589577877840461,1022.3
DHMZ_new,1576590177852570637,1022.3
DHMZ_new,1576590777853006746,1022.3
DHMZ_new,1576591377843624360,1022.3
DHMZ_new,1576591977873053134,1022.4
DHMZ_new,1576592577879546093,1022.4
DHMZ_new,1576593177905284997,1022.4
DHMZ_new,1576593777878278280,1022.4
DHMZ_new,1576594377851036423,1022.4
DHMZ_new,1576594977844496023,1022.4
DHMZ_new,1576595577877673416,1022.4
DHMZ_new,1576596177889849354,1022.4
DHMZ_new,1576596777853685353,1022.4
DHMZ_new,1576597377854460169,1022.4
DHMZ_new,1576597977889384447,1022.4
DHMZ_new,1576598577856811364,1022.4
DHMZ_new,1576599177898732962,1023.5
DHMZ_new,1576599777927742911,1023.4
DHMZ_new,1576600377892184029,1023.4
DHMZ_new,1576600977888977235,1023.4
DHMZ_new,1576601577898925269,1023.4
DHMZ_new,1576602177919261985,1023.4
DHMZ_new,1576602777917367292,1023.6
DHMZ_new,1576603377892004662,1023.5
DHMZ_new,1576603977856623443,1023.5
DHMZ_new,1576604578119289577,1023.5
DHMZ_new,1576605177923298322,1023.5
DHMZ_new,1576605777900461736,1023.5
DHMZ_new,1576606377864234089,1023.6
DHMZ_new,1576606977867126649,1023.6
DHMZ_new,1576607577871591912,1023.6
DHMZ_new,1576608177874313901,1023.6
DHMZ_new,1576608777875173148,1023.6
DHMZ_new,1576609377911991332,1023.6
DHMZ_new,1576609977905255517,1023.5
DHMZ_new,1576610577914177912,1023.5
DHMZ_new,1576611177912881928,1023.5
DHMZ_new,1576611777913138328,1023.5
DHMZ_new,1576612377916740476,1023.5
DHMZ_new,1576612977884855169,1023.6
DHMZ_new,1576613577916120365,1023.8
DHMZ_new,1576614177952706098,1023.8
DHMZ_new,1576614777927123397,1023.8
DHMZ_new,1576615377929666511,1023.8
DHMZ_new,1576615977929788885,1023.8
DHMZ_new,1576616577934297316,1023.8
DHMZ_new,1576617177924756098,1024.1
DHMZ_new,1576617777961982180,1024.1
DHMZ_new,1576618377930991857,1024.1
DHMZ_new,1576618977892151331,1024.1
DHMZ_new,1576619577932380160,1024.1
DHMZ_new,1576620177893418680,1024.1
DHMZ_new,1576620777927402788,1024.7
DHMZ_new,1576621377887491317,1024.6
DHMZ_new,1576621977924750413,1024.6
DHMZ_new,1576622577895024804,1024.6
DHMZ_new,1576623177959383843,1024.6
DHMZ_new,1576623777928614196,1024.6
DHMZ_new,1576624377928300484,1024.3
DHMZ_new,1576624977933793337,1024
DHMZ_new,1576625577943409635,1024
DHMZ_new,1576626177931984292,1024
DHMZ_new,1576626777933259062,1024
DHMZ_new,1576627377905977711,1024
DHMZ_new,1576627977932661615,1023.1
DHMZ_new,1576628577938607894,1023.1
DHMZ_new,1576629177903173390,1023.1
DHMZ_new,1576629777939045963,1023.1
DHMZ_new,1576630377939386665,1023.1
DHMZ_new,1576630977903129247,1023.1
DHMZ_new,1576631577939421385,1023.9
DHMZ_new,1576632177939917511,1023.8
DHMZ_new,1576632777939164460,1023.8
DHMZ_new,1576633377940209843,1023.8
DHMZ_new,1576633977952209258,1023.8
DHMZ_new,1576634577908950150,1023.8
DHMZ_new,1576635177946145383,1024
DHMZ_new,1576635777945963378,1024
DHMZ_new,1576636377947934981,1023.8
DHMZ_new,1576636977948931833,1023.8
DHMZ_new,1576637577948943148,1023.8
DHMZ_new,1576638177951049438,1023.8
DHMZ_new,1576638777952530654,1023.7
DHMZ_new,1576639377965572810,1023.7
DHMZ_new,1576639977926296044,1023.7
DHMZ_new,1576640577958420676,1023.7
DHMZ_new,1576641177938196506,1023.7
DHMZ_new,1576641777930936972,1023.7
DHMZ_new,1576642377919663567,1023.6
DHMZ_new,1576642977925878708,1023.6
DHMZ_new,1576643577959797722,1023.6
DHMZ_new,1576644177961783106,1023.6
